week,breaches,new_demand,waiting_list,breaches_delta,waiting_list_delta,new_demand_delta,scans_done,percent_breaches,capacity
2023-07-02,203.50000000000003,1173.7,4148.1,-142.99999999999997,-398.1999999999998,-235.4000000000001,1036.2,0.049058605144524,1394
2023-07-09,315.70000000000005,1267.2,4285.6,112.20000000000002,137.5,93.5,1157.2,0.0736652977412731,1394
2023-07-16,518.1,1144.0,4395.6,202.39999999999998,110.0,-123.20000000000005,1067.0,0.11786786786786786,1394
2023-07-23,759.0000000000001,1184.7,4472.6,240.9000000000001,77.0,40.700000000000045,1057.0999999999997,0.16969995081160846,1394
2023-07-30,823.9000000000001,1244.1000000000001,4600.200000000001,64.89999999999998,127.60000000000036,59.40000000000009,925.1000000000001,0.17910090865614536,1394
2023-08-06,970.2,1274.9,4919.200000000001,146.29999999999995,319.0,30.799999999999955,1241.9,0.1972271914132379,1394
2023-08-13,1126.4,1015.3000000000001,4952.200000000001,156.20000000000005,33.0,-259.6,1050.500000000001,0.22745446468236338,1394
2023-08-20,1116.5,1194.6000000000001,4917.0,-9.900000000000091,-35.20000000000073,179.30000000000007,1095.6000000000001,0.22706935123042504,1394
2023-08-27,1163.8000000000002,1184.7,5016.0,47.30000000000018,99.0,-9.900000000000091,998.7999999999995,0.23201754385964915,1394
2023-09-03,1159.4,1135.2,5201.900000000001,-4.400000000000091,185.90000000000055,-49.5,1177.0000000000002,0.2228801015013745,1394
2023-09-10,1162.7,1267.2,5160.1,3.2999999999999545,-41.80000000000018,132.0,1194.5999999999997,0.2253250905990194,1394
2023-09-17,1182.5,1312.3000000000002,5232.700000000001,19.799999999999955,72.60000000000036,45.100000000000136,1289.2000000000007,0.22598276224511243,1394
2023-09-24,1001.0000000000001,1419.0000000000002,5255.8,-181.4999999999999,23.099999999999454,106.70000000000005,1609.3000000000004,0.19045625784847217,1394
2023-10-01,720.5000000000001,1450.9,5065.5,-280.5,-190.30000000000018,31.899999999999864,1312.2999999999997,0.1422366992399566,1394
2023-10-08,688.6,1326.6000000000001,5204.1,-31.90000000000009,138.60000000000036,-124.29999999999995,1080.2000000000005,0.13231874867892623,1394
2023-10-15,869.0000000000001,643.5,5450.5,180.4000000000001,246.39999999999964,-683.1000000000001,520.2999999999993,0.1594349142280525,1394
2023-10-22,787.6,1292.5,5573.700000000001,-81.40000000000009,123.20000000000073,649.0,1235.3000000000002,0.14130649299388195,1394
2023-10-29,882.2,1327.7,5630.900000000001,94.60000000000002,57.19999999999982,35.200000000000045,1159.3999999999999,0.15667122484860324,1394
2023-11-05,951.5000000000001,1439.9,5799.200000000001,69.30000000000007,168.30000000000018,112.20000000000005,1453.1,0.1640743550834598,1394
2023-11-12,1062.6000000000001,1412.4,5786.000000000001,111.10000000000002,-13.199999999999818,-27.5,1402.5000000000005,0.18365019011406844,1394
2023-11-19,1302.4,1372.8000000000002,5795.900000000001,239.79999999999995,9.899999999999636,-39.59999999999991,1215.5,0.22471057126589486,1394
2023-11-26,1510.3000000000002,1373.9,5953.200000000001,207.9000000000001,157.30000000000018,1.099999999999909,1475.1,0.2536954915003696,1394
2023-12-03,1393.7,1415.7,5852.000000000001,-116.60000000000014,-101.19999999999982,41.799999999999955,1438.8000000000004,0.23815789473684207,1394
2023-12-10,1392.6000000000001,1285.9,5828.900000000001,-1.099999999999909,-23.100000000000364,-129.79999999999995,1269.4,0.23891300245329308,1394
2023-12-17,1551.0000000000002,1252.9,5845.400000000001,158.4000000000001,16.5,-33.0,1171.5000000000005,0.26533684606699287,1394
2023-12-24,1647.8000000000002,1433.3000000000002,5926.8,96.79999999999995,81.39999999999964,180.4000000000001,1779.8000000000002,0.2780252412769117,1394
2023-12-31,1729.2,826.1,5580.3,81.39999999999986,-346.5,-607.2000000000002,1007.6,0.3098758131283264,1394
2024-01-07,1630.2,998.8000000000001,5398.8,-99.0,-181.5,172.70000000000005,753.4999999999999,0.3019559902200489,1394
2024-01-14,1646.7,1548.8000000000002,5644.1,16.5,245.30000000000018,550.0000000000001,7192.900000000001,0.2917559929838238,1394
