,Happiness Score,Economy,Family,Health,Freedom,Trust,Generosity,Dystopia Residual,Cluster
0,1.961115008639716,1.1872240156975333,0.8227311325534795,1.3231335335257992,1.6784071583360611,2.1877791106035875,0.8624487948791113,0.9689128400197283,1
1,1.9379259756604166,0.9537223856373382,0.9847560130375681,1.3490756669323511,1.4345628355590763,-0.0725839383686511,2.0217830703424298,1.388847224625306,1
2,1.9076018556105634,1.0111371616453446,0.8567526694836548,1.0528254071258623,1.571128908723034,2.70582804134745,1.2331332990965618,0.9112779090447758,1
3,1.9031424261914673,1.3421397908590327,0.7656905069505837,1.095603620871144,1.705972168736938,1.7431454852982664,1.2796662115291488,0.8504814723849319,1
4,1.8184132672286415,1.0131451913761946,0.7400591051441099,1.1782461113800031,1.4623928941368842,1.4551690770183265,2.20301214537006,0.8196624781185312,1
5,1.799683663668438,0.9238002635986232,0.7266902085184309,1.1113874461887023,1.5201733967079523,2.1385648682410254,0.33670997887736137,1.2012948801819543,1
6,1.7747108589215004,1.0209541958850556,0.609627847030591,1.1264832586078035,1.3483559160121035,1.3623441941463663,2.352499126559747,0.8513685135483188,1
7,1.7622244565480312,1.0265816372295362,0.6369803021957726,1.199453097191287,1.6401739588136919,2.3393199955021684,1.4095428939079595,0.6364088716208248,1
8,1.692657357610132,0.8244647681478113,0.731023575010892,1.1893352604492622,1.5048668644901575,2.2644428808845416,2.3434418275326894,0.3931776356910169,1
9,1.690873585842494,1.0312174589538443,0.698938223109263,1.2831883140682852,1.5834536489503495,1.6728162214600184,2.01613264526133,0.3982042022835438,1
10,1.6855222705395785,0.7708925181679743,0.43678491686319465,1.2115945012817166,0.006085685986726048,-0.5890898483123667,1.1527809306638617,2.2679959961228637,1
11,1.6391442045809796,0.0946327277006147,0.47965758535244074,0.9946680815327034,1.4676275956312812,-0.361859732585556,0.5150307468779547,2.4698319777612707,1
12,1.6159551716016802,1.0402659879879212,0.6614745794616715,1.1166891926415234,1.4051424879196792,0.29538591665571623,1.1458009937989735,1.0048948687499462,1
13,1.6043606551120304,0.25517594420659456,-0.5141585300143963,0.8091878983779035,0.46077583351272416,0.509459749770753,-0.43415757226033963,3.4361609743681374,1
14,1.5437124150123234,1.1822659175966692,0.5080242326754322,1.0008197262718543,0.8863769436204891,0.06913034038162955,1.72887500547659,0.9523774829483824,1
15,1.4224159348129102,0.15774931652461485,0.4642603044111412,0.33397334227847847,0.5182912879068606,0.201586494331032,-0.3926103290169581,2.657998427625428,1
16,1.3894161571115993,1.6022168267398589,0.4235696857159721,1.2321134741945432,1.3488197503217338,1.848314534571397,0.7258414590948727,-0.2769705909253918,1
17,1.3840648418086845,1.0371175956938727,0.8841051246488371,1.1365606240028603,1.361674586902912,1.1096948410276717,2.2104906491538685,-0.26311910198942284,1
18,1.3813891841572268,0.9673571554147147,0.6265003165650683,1.1419837844965857,1.141220765740132,0.6091876204328415,0.24522294925543528,0.7356892479845439,1
19,1.3492812923397346,1.2634795644888235,0.13504738336684072,0.7881832693014597,1.5193782521771575,1.9120656571037582,0.5923917137971315,0.3549211424392926,1
20,1.3189571722898816,0.8646005722743061,0.6259471208426263,1.1936252232278806,1.2190786677137615,1.3828907342746306,2.709971607425802,-0.27622001763329507,1
21,1.3064707699164124,1.0969866302618065,3.689399533079579e-05,0.6000319772467648,1.4608688671195276,1.4200044450992024,0.186392052822807,0.8722708425009548,1
22,1.2681196769121859,0.31392940670183433,0.535223022362158,0.42908100765351265,0.11137607427276679,-0.32239088475023425,-1.1182744795058601,2.501742714997994,1
23,1.2574170463063559,1.4979728141691913,-0.18995510356776363,1.6623643638124095,0.8630527040505168,2.7751015541119126,0.9810246270957222,-0.46939028944476513,1
24,1.2467144157005248,0.3617502628846687,0.35863065452043336,0.7370274867337819,0.8602696981927361,-0.46849059103777263,0.4267013077425258,1.7219880430902303,1
25,1.2146065238830335,1.0171860413283988,0.6686353907577245,1.1225170666049298,1.3417959736330491,0.5525831205537898,0.7407984666624903,0.05528318637614506,1
26,1.1432556531774962,0.4698863824645148,0.1311135471183653,0.9877879525481267,0.19248081641380735,-0.1762099668416355,1.1686519775828332,1.3293472327427198,1
27,1.0906343860321623,1.9158413221100181,-0.00985916281724061,0.7399414237154849,1.5116255930019111,3.01857399405079,1.1030073332582906,-1.2160287579194071,1
28,1.058526494214671,0.8928865219397356,0.5488070506576755,1.3407790408038907,0.9133455956232699,0.45537281014457154,-0.578908167720281,0.27265376069643465,1
29,1.0576346083308514,0.3369101913993392,0.5114663393928484,0.6990653632777044,0.2482734576578892,-0.5323229251911942,-0.6521144103151192,1.6936027258618405,1
30,0.9960944823473258,0.6479564757570487,0.3830019994035673,0.9321803218139576,0.34037769914158755,-1.0059490992150542,-0.715681692477493,1.333827927850086,1
31,0.9782567646709418,0.3571144411603607,0.3905930740392981,0.7976940358389629,1.267913794313392,0.7730726717325928,0.32748649087733067,0.5232087723854911,1
32,0.9711216776003881,0.002486474496055482,0.4867261973614202,0.30867875042341636,0.8109707372834761,-0.8055188184381532,-0.07460772923211578,1.7422080326864153,1
33,0.9515001881563652,0.12219975314141918,0.5631286732497817,0.5018484895021557,0.9566147105073385,-0.962500881947776,3.185105881157113,0.518728077278125,1
34,0.9122572092683193,1.1844970617420583,0.006521577186177447,0.4279882812853736,-0.6744917703291479,1.4200044450992024,-0.4647363432874686,0.7900034607580978,1
